String Power	Memory DP	Memory DC	Time DP	Time DC
0	38.416015625	9.0869140625	0.0	0.0
1	148.3564453125	22.9150390625	0.01563286781311035	0.016526222229003906
2	587.97265625	77.7548828125	0.015771150588989258	0.06328654289245605
3	2331.59765625	288.9306640625	0.1094520092010498	0.22713637351989746
4	9280.1650390625	1092.7431640625	0.7038140296936035	1.0188372135162354
5	36997.921875	4232.9892578125	3.417703628540039	6.128716945648193
6	147730.8212890625	16658.0751953125	19.182541131973267	57.542518854141235
7	590377.0849609375	66084.1767578125	177.76248264312744	337.81795740127563
8	2360408.51171875	263236.6455078125	871.6752588748932	2229.4381844997406
